timestamp,value,Outliers,Score
2022-01-01,67.62152777777777,1,0.17577633096528855
2022-01-02,67.328125,1,0.17346806150884075
2022-01-03,66.31666666666666,1,0.19080623367185356
2022-01-04,66.77118055555555,1,0.17919491652628766
2022-01-05,66.55763888888889,1,0.18117240830073417
2022-01-06,67.35416666666667,1,0.18688810545518886
2022-01-07,67.303125,1,0.16238535792477826
2022-01-08,61.081250000000004,-1,-0.023571331848392663
2022-01-09,65.83194444444445,1,0.22099655068616963
2022-01-10,66.00590277777778,1,0.20997653151374585
2022-01-11,65.99270833333334,1,0.21325075326586718
2022-01-12,67.04791666666667,1,0.13949228866729502
2022-01-13,67.63298611111111,1,0.16197906387990202
2022-01-14,67.39861111111111,1,0.18995991835578052
2022-01-15,66.96770833333333,1,0.14920233429774188
2022-01-16,65.23368055555555,1,0.24802304748182719
2022-01-17,65.41145833333333,1,0.23392594827344088
2022-01-18,64.94618055555556,1,0.20406454816773112
2022-01-19,66.78576388888888,1,0.18143003322626844
2022-01-20,60.89444444444444,-1,-0.030475757881832544
2022-01-21,67.50173611111111,1,0.19224490661981275
2022-01-22,63.251736111111114,1,0.054305332318315136
2022-01-23,65.54201388888889,1,0.23719358016523873
2022-01-24,64.08958333333334,1,0.07667467819647478
2022-01-25,62.135416666666664,1,0.0026190368720435675
2022-01-26,63.213541666666664,1,0.053711469225525166
2022-01-27,57.954166666666666,-1,-0.12599133605538326
2022-01-28,67.56319444444445,1,0.18082621955934042
2022-01-29,65.62534722222222,1,0.23258380753562313
2022-01-30,65.35381944444445,1,0.2454743694363597
2022-01-31,65.18229166666667,1,0.23237934211643724
2022-02-01,65.69444444444444,1,0.23100950366434353
2022-02-02,66.61458333333333,1,0.1841923549370409
2022-02-03,67.61736111111111,1,0.17721340903962557
2022-02-04,67.53611111111111,1,0.1945643667463035
2022-02-05,65.53333333333333,1,0.2359789372953518
2022-02-06,65.02222222222223,1,0.20841060768306963
2022-02-07,65.34583333333333,1,0.24649084447187258
2022-02-08,65.28402777777778,1,0.24636185237142105
2022-02-09,66.49270833333334,1,0.17978012924566283
2022-02-10,67.59201388888889,1,0.180331644536662
2022-02-11,67.47118055555556,1,0.188709711466733
2022-02-12,65.18368055555555,1,0.2332855255802222
2022-02-13,64.86145833333333,1,0.19102887074186053
2022-02-14,65.68680555555555,1,0.23251010258586535
2022-02-15,64.728125,1,0.16544557105369007
2022-02-16,66.62465277777778,1,0.1829823185295193
2022-02-17,67.64756944444444,1,0.13801842851139978
2022-02-18,67.45381944444445,1,0.18580534549958938
2022-02-19,67.52812499999999,1,0.19636649195624128
2022-02-20,65.92847222222223,1,0.2156900759524345
2022-02-21,66.30694444444445,1,0.19030272415414384
2022-02-22,66.17256944444445,1,0.18655913909470062
2022-02-23,66.81736111111111,1,0.17196546510559352
2022-02-24,65.30937499999999,1,0.24760403727449048
2022-02-25,67.38958333333333,1,0.19186045902020948
2022-02-26,64.64930555555556,1,0.14442489186683016
2022-02-27,64.91840277777777,1,0.20113415053741568
2022-02-28,65.240625,1,0.2461484918986946
