timestamp,value,Outliers,Score
2022-01-01,67.56770833333333,1,0.04018686384094383
2022-01-02,67.06527777777778,1,0.18617881402557002
2022-01-03,65.50486111111111,1,0.19356734044246365
2022-01-04,65.74305555555556,1,0.15363361840142986
2022-01-05,64.93333333333334,1,0.22082031690162085
2022-01-06,66.99097222222223,1,0.20216587291373084
2022-01-07,67.3892361111111,1,0.08140034988001765
2022-01-08,58.62916666666667,-1,-0.09946777605879975
2022-01-09,64.47673611111111,1,0.19050736048095313
2022-01-10,65.52048611111111,1,0.19147698186965634
2022-01-11,65.11909722222222,1,0.225040904341768
2022-01-12,65.81875,1,0.14994938837489624
2022-01-13,67.01805555555556,1,0.20289206386343672
2022-01-14,67.00486111111111,1,0.20460176405871233
2022-01-15,64.86909722222222,1,0.21308719056151137
2022-01-16,65.03437500000001,1,0.22505827751145618
2022-01-17,63.65173611111111,1,0.15803284894798308
2022-01-18,60.204861111111114,-1,-0.008573067990236938
2022-01-19,65.13402777777777,1,0.22389086327965813
2022-01-20,66.625,1,0.1492437956501742
2022-01-21,67.0,1,0.2044660815061583
2022-01-22,59.759375000000006,-1,-0.031542936406539934
2022-01-23,64.0375,1,0.20280123216149748
2022-01-24,60.64826388888889,1,0.0009525631100263388
2022-01-25,62.75868055555556,1,0.08996201096258771
2022-01-26,65.40520833333333,1,0.19712854076465497
2022-01-27,66.87048611111112,1,0.1680476529037997
2022-01-28,66.80486111111111,1,0.16301088109566536
2022-01-29,65.29444444444444,1,0.20814846187153446
2022-01-30,63.83888888888888,1,0.2011766758856428
2022-01-31,64.1392361111111,1,0.21785332387927475
2022-02-01,63.78402777777777,1,0.18658083001219883
2022-02-02,65.15694444444445,1,0.22175744030490313
2022-02-03,66.36666666666666,1,0.15040654046119273
2022-02-04,67.16736111111112,1,0.1408478207359004
2022-02-05,64.94305555555555,1,0.21976680906959806
2022-02-06,63.14930555555556,1,0.11198686244254352
2022-02-07,64.25659722222223,1,0.20380157237823254
2022-02-08,64.5482638888889,1,0.19934949207173186
2022-02-09,64.57499999999999,1,0.1977118773350684
2022-02-10,66.82569444444444,1,0.1688649808628856
2022-02-11,66.571875,1,0.14706243105376693
2022-02-12,64.88055555555555,1,0.21318284434724033
2022-02-13,62.00208333333333,1,0.057784320430104286
2022-02-14,63.829166666666666,1,0.1982468027406637
2022-02-15,63.293749999999996,1,0.12983998448091738
2022-02-16,64.24583333333334,1,0.20431284432179386
2022-02-17,66.33020833333333,1,0.1553979731511393
2022-02-18,67.07048611111111,1,0.18242615414445884
2022-02-19,67.51041666666667,1,0.05266027140841567
2022-02-20,64.13645833333334,1,0.21715491338524384
2022-02-21,65.29270833333334,1,0.20814846187153446
2022-02-22,64.16145833333333,1,0.21386266891532457
2022-02-23,65.04236111111112,1,0.22663396850525908
2022-02-24,66.30625,1,0.15126764388440322
2022-02-25,67.03680555555555,1,0.20101888743717566
2022-02-26,62.50416666666667,1,0.07124744045625742
2022-02-27,62.04895833333333,1,0.059032697115283694
2022-02-28,63.84444444444445,1,0.1992600882139332
